"","Tg","Tg_Detailed","Tg_Detailed_WT","FSC","SSC","Fluorescence","DC1","DC2","DC3","Size_Factor","Pseudotime","State","Type","Color","Component1","Component2","PT1","PT2","Cluster1","Cluster2","Cluster3","Cluster4","Cluster5","Total_mRNAs"
"DIM_1_A10","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",24600,38,39,0.232196540960811,-0.0459539297814242,-0.137474742905985,1,21.9861781857485,"5","Thrombocytes","#CC79A7",6.2299456024567,-1.22873534337818,6.18228843066735,-1.27244024784048,FALSE,FALSE,FALSE,FALSE,TRUE,864132.123738069
"DIM_1_A11","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",28399,161,53,0.106440561274124,0.0332018766533504,0.00442806420221165,1,18.0290263561018,"3","HSPC","#009E73",2.70042074156412,0.376412142676814,1.89763465577955,0.302108432082349,FALSE,FALSE,TRUE,FALSE,FALSE,921305.254330479
"DIM_1_A12","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",25161,117,337,0.208726204700681,-0.0154844124039404,-0.131226569002357,1,20.6816156946293,"5","Thrombocytes","#CC79A7",5.02733737160701,-0.722812148957465,4.48911839288293,-0.408067347244347,FALSE,FALSE,FALSE,FALSE,TRUE,914642.80878385
"DIM_1_B1","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",25219,66,84,0.225922404475583,-0.0137977513891272,-0.134883074711225,1,20.294210904488,"5","Thrombocytes","#CC79A7",4.68702044145572,-0.537596816776334,4.89084622281001,-0.640170260138548,FALSE,FALSE,FALSE,FALSE,TRUE,797646.638036264
"DIM_1_B2","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",20091,119,28,0.14994710728907,-0.00946197762848263,-0.0474344902081396,1,19.2411652327646,"5","Thrombocytes","#CC79A7",3.79061625155776,0.0147478002389477,3.4799897931577,0.200337360197316,FALSE,FALSE,FALSE,FALSE,TRUE,989802.35005149
"DIM_1_B3","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",25311,66,215,0.266204075368176,-0.0319249781624853,-0.198110704422559,1,21.2969793244278,"5","Thrombocytes","#CC79A7",5.58109900945587,-0.990902637004528,5.47849928448276,-0.948027265743048,FALSE,FALSE,FALSE,FALSE,TRUE,826397.378333874
"DIM_1_B4","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",22465,110,32,0.141367019561147,0.0107860787384956,-0.0377171617904793,1,18.146170553766,"3","HSPC","#009E73",2.81801867773925,0.370207621634266,2.24470753269258,0.330783023276395,FALSE,FALSE,TRUE,FALSE,FALSE,907196.611387587
"DIM_1_B5","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",18879,110,36,0.151422623256936,-0.00740989637705931,-0.0224826460316076,1,18.7088770498489,"5","Thrombocytes","#CC79A7",3.33049164683363,0.283127030985917,3.42498828028477,0.236365981829421,FALSE,FALSE,FALSE,FALSE,TRUE,952518.433236494
"DIM_1_B6","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",27281,62,35,0.212716853828313,-0.00567115364559916,-0.157347527735252,1,20.4827205688084,"5","Thrombocytes","#CC79A7",4.83319910962419,-0.660802128510827,4.96428970080224,-0.68016043882883,FALSE,FALSE,FALSE,FALSE,TRUE,849211.604155959
"DIM_1_B7","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",41462,94,117,0.22600963793333,-0.00728161343808854,-0.160501310119163,1,19.4712579088116,"5","Thrombocytes","#CC79A7",3.96858773923974,-0.137202482158477,3.75551823653667,0.0243000995690041,FALSE,FALSE,FALSE,FALSE,TRUE,880032.478610714
"DIM_1_B8","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",25720,106,183,0.270753284136574,-0.0310916596908324,-0.202461195291516,1,22.5224408061794,"5","Thrombocytes","#CC79A7",6.66626911804082,-1.56981573278011,6.53533074938387,-1.4388275932245,FALSE,FALSE,FALSE,FALSE,TRUE,697775.002368978
"DIM_1_B9","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",29527,139,33,0.192615940379966,0.024426492673979,-0.120427291833445,1,18.9115284388751,"5","Thrombocytes","#CC79A7",3.4931538350024,0.161044379146807,3.62312423934212,0.107932605379467,FALSE,FALSE,FALSE,FALSE,TRUE,850321.608218829
"DIM_1_B10","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",29460,96,75,0.0443279290090033,0.0740779227416019,0.0196061483298191,1,16.8837208822557,"3","HSPC","#009E73",1.56361853854043,0.230952428586208,1.38900083966252,0.253541783983612,FALSE,FALSE,TRUE,FALSE,FALSE,926710.436390955
"DIM_1_B11","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",28205,57,79,0.23866850229901,-0.0293504964286593,-0.166233297853249,1,20.5790443886027,"5","Thrombocytes","#CC79A7",4.93818109779995,-0.67208714180472,5.0588112522846,-0.731381908183137,FALSE,FALSE,FALSE,FALSE,TRUE,756998.500150814
"DIM_1_B12","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",27306,77,68,0.226253627239123,-0.0132680713984516,-0.145142415819908,1,19.6352758581786,"5","Thrombocytes","#CC79A7",4.11314577326108,-0.215202383592826,3.77783409873216,0.0108074897211007,FALSE,FALSE,FALSE,FALSE,TRUE,831452.783355328
"DIM_1_C1","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",18681,56,68,0.249392985297921,-0.0481413661302815,-0.141602158899046,1,22.4399880792395,"5","Thrombocytes","#CC79A7",6.61861537940422,-1.4689754383556,6.66520350464056,-1.49596355190768,FALSE,FALSE,FALSE,FALSE,TRUE,757404.669897858
"DIM_1_C2","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",21546,77,117,0.241783960722433,-0.0396500251382648,-0.141046765937711,1,21.6070208063841,"5","Thrombocytes","#CC79A7",5.84885023214246,-1.15023673178433,5.53140045396642,-0.97336586613337,FALSE,FALSE,FALSE,FALSE,TRUE,706089.721231255
"DIM_1_C3","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",26561,90,190,0.259160051275726,-0.0192674994682882,-0.198037564078191,1,20.1679491925066,"5","Thrombocytes","#CC79A7",4.57244050927427,-0.483734418563718,4.72452537173933,-0.542899391073155,FALSE,FALSE,FALSE,FALSE,TRUE,811261.400359546
"DIM_1_C4","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",20225,68,52,0.250477832747415,-0.0307993680595646,-0.170025167214064,1,20.4403795838327,"5","Thrombocytes","#CC79A7",4.81581015033802,-0.606368644026141,5.01685569468929,-0.708633063291977,FALSE,FALSE,FALSE,FALSE,TRUE,707221.2572388
"DIM_1_C5","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",20837,65,39,0.22699076940555,-0.023322628022196,-0.154503614848397,1,20.7546186097001,"5","Thrombocytes","#CC79A7",5.10061124708979,-0.740870988702036,4.35157084007848,-0.323238985146281,FALSE,FALSE,FALSE,FALSE,TRUE,718465.322087827
"DIM_1_C6","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",23734,93,125,0.253287386843324,-0.024329943174738,-0.176377590829396,1,21.033120780644,"5","Thrombocytes","#CC79A7",5.32926515367195,-0.904638554922609,5.21570122758977,-0.81483191610909,FALSE,FALSE,FALSE,FALSE,TRUE,804348.973906895
"DIM_1_C7","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",23614,79,150,0.281244373210823,-0.0522806322487917,-0.190355193030983,1,23.4097318917745,"5","Thrombocytes","#CC79A7",7.51562324718424,-1.83819160720173,7.15676192673455,-1.70766956951917,FALSE,FALSE,FALSE,FALSE,TRUE,756655.705761985
"DIM_1_C9","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",31212,118,54,0.234012798481381,-0.00459434483673766,-0.177681582118427,1,19.724753082742,"5","Thrombocytes","#CC79A7",4.21574707218991,-0.215589171090177,3.85590120391291,-0.0360012877305892,FALSE,FALSE,FALSE,FALSE,TRUE,664643.259615371
"DIM_1_C10","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",23662,141,34,0.0170915370022124,0.0619426961633613,0.0304755538836086,1,16.4966347176571,"3","HSPC","#009E73",1.17548106364115,0.223804831575637,0.766356249234534,0.192213307839997,FALSE,FALSE,TRUE,FALSE,FALSE,930253.552321723
"DIM_1_C11","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",20120,67,111,0.216165101168429,-0.0424510987309266,-0.132078666857885,1,20.8807977249946,"5","Thrombocytes","#CC79A7",5.23335099881457,-0.758538509425621,4.45730806175149,-0.388861633645635,FALSE,FALSE,FALSE,FALSE,TRUE,892065.132129045
"DIM_1_C12","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",21434,72,194,0.280862389448545,-0.0413560138099121,-0.188100647230197,1,22.3621383803225,"5","Thrombocytes","#CC79A7",6.53278810091587,-1.46957834616266,6.45997772642548,-1.40389662931414,FALSE,FALSE,FALSE,FALSE,TRUE,815376.987111234
"DIM_1_D1","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",30189,118,240,0.281691845433232,-0.0388602269035075,-0.199713278320082,1,23.1465790995925,"5","Thrombocytes","#CC79A7",7.26937511537115,-1.74403236428162,7.10228611462574,-1.68377019716445,FALSE,FALSE,FALSE,FALSE,TRUE,723564.990349
"DIM_1_D2","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",19011,89,93,0.276641488204334,-0.0355622140873118,-0.190174385402657,1,21.8034426097819,"5","Thrombocytes","#CC79A7",6.03075655138288,-1.2246804583366,5.96767142913526,-1.17601521044237,FALSE,FALSE,FALSE,FALSE,TRUE,724236.679071427
"DIM_1_D3","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",23913,92,60,0.191840667793074,-0.0143850007053638,-0.101105933438754,1,19.6303478657646,"5","Thrombocytes","#CC79A7",4.10893296295803,-0.212595350369981,3.67798919102147,0.0726548833591629,FALSE,FALSE,FALSE,FALSE,TRUE,947314.694484814
"DIM_1_D5","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",24546,74,32,0.165445729432561,-0.0332147838526455,-0.0586603907827973,1,19.7131274898716,"5","Thrombocytes","#CC79A7",4.19228595007592,-0.232815666882149,3.82253793788274,-0.0159661089795659,FALSE,FALSE,FALSE,FALSE,TRUE,863180.218159508
"DIM_1_D6","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",25434,111,52,0.215048065777504,-0.0300806340996751,-0.105211538952825,1,20.5251856487399,"5","Thrombocytes","#CC79A7",4.87637375995478,-0.672525823498091,5.00635146592897,-0.702949935235625,FALSE,FALSE,FALSE,FALSE,TRUE,837455.908346725
"DIM_1_D7","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",15253,102,117,0.239120517573619,-0.0416025403894169,-0.138784358092225,1,21.4401202615224,"5","Thrombocytes","#CC79A7",5.69642717466139,-1.08272775633844,5.58450887152196,-0.998519878272948,FALSE,FALSE,FALSE,FALSE,TRUE,692767.770816215
"DIM_1_D8","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",34226,305,48,-0.00236416460015082,0.125437150149378,-0.046028577391572,1,14.2429916604396,"3","HSPC","#009E73",-1.06442563196015,-0.0202329270553709,-2.23007788906958,-0.965079102551831,FALSE,FALSE,TRUE,FALSE,FALSE,942418.945593237
"DIM_1_D9","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",8795,68,87,0.252413916228433,-0.0344088022853745,-0.167019396039225,1,21.4673361716707,"5","Thrombocytes","#CC79A7",5.72072879496063,-1.09505154811568,5.62703081252728,-1.01848219433333,FALSE,FALSE,FALSE,FALSE,TRUE,619265.96002507
"DIM_1_D11","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",26529,65,123,0.23566139437333,-0.0410244089373533,-0.142024340132731,1,21.0101390609709,"5","Thrombocytes","#CC79A7",5.3214138757316,-0.869359451324882,4.37276022625159,-0.336425429848502,FALSE,FALSE,FALSE,FALSE,TRUE,811924.629204694
"DIM_1_D12","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",32400,98,72,0.242942925455712,-0.0201566884683984,-0.140069505728265,1,21.6524169317602,"5","Thrombocytes","#CC79A7",5.89905717977964,-1.14975924283989,5.72269962342857,-1.06252861333055,FALSE,FALSE,FALSE,FALSE,TRUE,871064.040801127
"DIM_1_E1","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",26350,95,140,0.244469784519192,-0.00724290192411212,-0.177633911394524,1,20.8303631669787,"5","Thrombocytes","#CC79A7",5.13476620386385,-0.838771363769064,5.25775144815058,-0.836560417359555,FALSE,FALSE,FALSE,FALSE,TRUE,739688.778253824
"DIM_1_E2","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",24754,129,120,0.236063363039476,-0.00618794001584515,-0.150777932385705,1,20.3859000107696,"5","Thrombocytes","#CC79A7",4.74763531361148,-0.614836765823077,4.95377463682845,-0.6744555950949,FALSE,FALSE,FALSE,FALSE,TRUE,962470.001961802
"DIM_1_E3","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",17713,94,79,0.225322346790242,-0.013967302987888,-0.133323663952956,1,20.0463319938614,"5","Thrombocytes","#CC79A7",4.44545485176009,-0.458447492107256,4.76658590210437,-0.567317995063261,FALSE,FALSE,FALSE,FALSE,TRUE,833369.262418192
"DIM_1_E4","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",28444,183,139,0.0514670514962847,0.0606983391357042,0.0293479744919561,1,17.038025765703,"3","HSPC","#009E73",1.71695897016038,0.245994340565608,1.41091280082882,0.25575598836421,FALSE,FALSE,TRUE,FALSE,FALSE,907484.102591842
"DIM_1_E5","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",35699,95,280,0.239236976678956,-0.0290177327056485,-0.155764833517516,1,20.1843240641242,"5","Thrombocytes","#CC79A7",4.56691570822503,-0.526341043225639,4.79767184278897,-0.585738599096186,FALSE,FALSE,FALSE,FALSE,TRUE,648165.155896207
"DIM_1_E6","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",23473,56,43,0.21257616795506,-0.0358017474635957,-0.109269205838773,1,20.2142414469445,"5","Thrombocytes","#CC79A7",4.62892097463909,-0.478129121042732,4.5104893904681,-0.420568838925373,FALSE,FALSE,FALSE,FALSE,TRUE,730270.28064659
"DIM_1_E7","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",29953,87,38,0.0420378995392462,0.0507005970649096,0.0198192810618788,1,16.4221207225232,"3","HSPC","#009E73",1.1010810784594,0.219645217972448,0.619064015106475,0.17914937496624,FALSE,FALSE,TRUE,FALSE,FALSE,876418.667733132
"DIM_1_E8","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",24293,85,81,0.24524804765518,-0.0241225900405552,-0.159317192303452,1,20.1470877235519,"5","Thrombocytes","#CC79A7",4.55898636895885,-0.465276915569006,4.83890431311572,-0.610315266356643,FALSE,FALSE,FALSE,FALSE,TRUE,679438.381626592
"DIM_1_E9","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",26218,70,140,0.244769607545905,-0.0255752546286716,-0.164677967372328,1,21.4401126984954,"5","Thrombocytes","#CC79A7",5.68954332618004,-1.09784398667097,5.65899482145062,-1.03333039020935,FALSE,FALSE,FALSE,FALSE,TRUE,655612.799901529
"DIM_1_E10","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",20143,58,123,0.233111268172882,-0.037371665786183,-0.12528809635775,1,20.3612878663573,"5","Thrombocytes","#CC79A7",4.77321754643069,-0.522651932971702,4.14579283845383,-0.201213132180649,FALSE,FALSE,FALSE,FALSE,TRUE,738626.936034137
"DIM_1_E11","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",32253,91,132,0.230224728433255,-0.037491977836938,-0.141828281194975,1,20.8208190998636,"5","Thrombocytes","#CC79A7",5.13418186486585,-0.819223537065798,5.27877221610013,-0.847359831260955,FALSE,FALSE,FALSE,FALSE,TRUE,715666.534775859
"DIM_1_E12","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",26623,229,77,0.0413314747693313,0.0610908000272635,0.0209095619381968,1,17.081195069865,"3","HSPC","#009E73",1.75518966694744,0.301055042631583,1.14248875878502,0.229209572937914,FALSE,FALSE,TRUE,FALSE,FALSE,897319.33414444
"DIM_1_F1","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",30756,127,35,0.158238218701746,0.0259777085083322,-0.0801411800639184,1,18.4640392050052,"3","HSPC","#009E73",3.13421789049775,0.338122061481962,3.41405498281213,0.243645960907949,FALSE,FALSE,TRUE,FALSE,FALSE,937635.628480618
"DIM_1_F2","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",29335,77,83,0.215839589798909,-0.0201729764298493,-0.130972394151486,1,19.5339481408549,"5","Thrombocytes","#CC79A7",4.02613200823033,-0.16333579071256,3.76667046855461,0.0175372886393029,FALSE,FALSE,FALSE,FALSE,TRUE,919810.500332427
"DIM_1_F3","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",23955,86,79,0.184204626052447,-0.00150152793861495,-0.0928341752494717,1,19.2276492672009,"5","Thrombocytes","#CC79A7",3.73988286425684,-0.0432764630556845,3.71104886943698,0.0517123850572782,FALSE,FALSE,FALSE,FALSE,TRUE,834411.493469957
"DIM_1_F4","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",26543,66,48,0.205454864902317,-0.0466148141272486,-0.0954179097244368,1,20.6951988129423,"5","Thrombocytes","#CC79A7",5.04895737701515,-0.71142448702681,4.33034248484274,-0.310050773827535,FALSE,FALSE,FALSE,FALSE,TRUE,661375.820428017
"DIM_1_F5","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",26834,81,103,0.244554976056871,-0.0250990962574502,-0.151965033471803,1,21.4364347644706,"5","Thrombocytes","#CC79A7",5.70638431241575,-1.05196983677743,5.49963775712279,-0.958211641865452,FALSE,FALSE,FALSE,FALSE,TRUE,873491.296729548
"DIM_1_F6","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",20096,84,125,0.23057170114739,-0.0300079186272588,-0.127857508955323,1,20.4958422163904,"5","Thrombocytes","#CC79A7",4.86165316198293,-0.638110954427546,5.02735455521382,-0.714315088983529,FALSE,FALSE,FALSE,FALSE,TRUE,845912.423635424
"DIM_1_F7","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",28729,108,106,0.224307341000862,-0.0242792159096816,-0.126462404059301,1,19.8216665006963,"5","Thrombocytes","#CC79A7",4.3051315808546,-0.255871938730127,3.88911505610445,-0.0560142131838718,FALSE,FALSE,FALSE,FALSE,TRUE,842802.604941149
"DIM_1_F8","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",25722,118,106,0.224934758196597,-0.00173326397570552,-0.141080059277345,1,20.0849244383783,"5","Thrombocytes","#CC79A7",4.48344677329231,-0.47184817073239,4.77697979985666,-0.573452752470472,FALSE,FALSE,FALSE,FALSE,TRUE,746434.071408724
"DIM_1_F9","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",31030,76,250,0.256203553085873,-0.049777097745297,-0.163125321202927,1,23.5072932822555,"5","Thrombocytes","#CC79A7",7.57261542511038,-1.94831229843807,7.56846976859242,-1.89247740196272,FALSE,FALSE,FALSE,FALSE,TRUE,738319.052336238
"DIM_1_F10","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",27423,134,59,0.125070121370102,0.0318812948428124,-0.0358879397795152,1,17.903548869987,"3","HSPC","#009E73",2.57672635231539,0.340638556175859,2.46571589632784,0.347396308537513,FALSE,FALSE,TRUE,FALSE,FALSE,964648.961107628
"DIM_1_F11","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",28125,71,111,0.240618348434144,-0.0371636486763654,-0.14934802222096,1,22.0971019849356,"5","Thrombocytes","#CC79A7",6.31405012856143,-1.31242269369073,6.12840042880186,-1.24897922876848,FALSE,FALSE,FALSE,FALSE,TRUE,902935.023932929
"DIM_1_F12","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",11814,76,205,0.177040487436495,-0.0406520672889341,-0.0549370420887403,1,18.9482205825548,"5","Thrombocytes","#CC79A7",3.51916975000264,0.133471280095028,3.63409135882264,0.100840665915789,FALSE,FALSE,FALSE,FALSE,TRUE,555485.014113556
"DIM_1_G1","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",29875,66,106,0.235522163855433,-0.0215801619066691,-0.168325089161663,1,20.9699521390012,"5","Thrombocytes","#CC79A7",5.2808515492177,-0.860415385307482,5.11094596962035,-0.759841131811589,FALSE,FALSE,FALSE,FALSE,TRUE,768326.353816154
"DIM_1_G2","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",35275,59,122,0.207505796608631,-0.0392578203625757,-0.0985562880136936,1,20.35483341749,"5","Thrombocytes","#CC79A7",4.75595349015947,-0.539459395309223,4.07894049360132,-0.164044338097742,FALSE,FALSE,FALSE,FALSE,TRUE,686137.323520932
"DIM_1_G3","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",23436,82,99,0.237459938307208,-0.0306130053252178,-0.143740929658003,1,20.6302187967056,"5","Thrombocytes","#CC79A7",4.98151809712547,-0.699513480075786,5.06926569712053,-0.73708219304834,FALSE,FALSE,FALSE,FALSE,TRUE,898843.318493221
"DIM_1_G4","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",32361,115,153,0.218294974559498,-0.038697899824034,-0.0959289261545148,1,20.4144832295088,"5","Thrombocytes","#CC79A7",4.82318449562985,-0.543498868631449,4.17903835961546,-0.219849723274224,FALSE,FALSE,FALSE,FALSE,TRUE,879776.881154613
"DIM_1_G5","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",31314,83,132,0.260285534402017,-0.0383279195122381,-0.168151480036743,1,20.4070902682929,"5","Thrombocytes","#CC79A7",4.80345708146405,-0.562076782897918,4.13465176507105,-0.195036934554315,FALSE,FALSE,FALSE,FALSE,TRUE,834330.559370905
"DIM_1_G6","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",20566,101,54,0.236775520890254,-0.0115196116993718,-0.165841717867127,1,20.3066981461053,"5","Thrombocytes","#CC79A7",4.67356216793211,-0.586422200100686,4.78733831167317,-0.57959169377397,FALSE,FALSE,FALSE,FALSE,TRUE,884535.642700025
"DIM_1_G7","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",29059,89,234,0.247732556683435,-0.0155901647944439,-0.172892920047032,1,20.3891158291852,"5","Thrombocytes","#CC79A7",4.75654563381559,-0.606052567562919,4.98532793979285,-0.691568694169116,FALSE,FALSE,FALSE,FALSE,TRUE,630976.73314599
"DIM_1_G8","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",26589,53,101,0.233731903829281,-0.0384574817305603,-0.132247108541598,1,21.1666451315815,"5","Thrombocytes","#CC79A7",5.42047872090216,-1.02278716214286,5.31026580951737,-0.863493398117456,FALSE,FALSE,FALSE,FALSE,TRUE,785283.412140787
"DIM_1_G9","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",32293,127,192,0.0286252781034955,0.0598477207340286,0.0268703283742078,1,16.1329678540197,"3","HSPC","#009E73",0.817381681366978,0.151772955524429,-0.0164379615331843,0.129611023826115,FALSE,FALSE,TRUE,FALSE,FALSE,906429.904068758
"DIM_1_G10","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",37683,73,167,0.241329542271218,-0.0456743936909458,-0.128044374734786,1,22.0534079114846,"5","Thrombocytes","#CC79A7",6.26947160822257,-1.30401780904853,6.07457178592661,-1.22515226424247,FALSE,FALSE,FALSE,FALSE,TRUE,782575.151393932
"DIM_1_G11","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",43661,134,42,0.123606499484829,0.0166680962872713,-0.00766569400686155,1,18.111870813516,"3","HSPC","#009E73",2.78426163060452,0.355359139885373,2.30517141585481,0.335500382648153,FALSE,FALSE,TRUE,FALSE,FALSE,961669.356508708
"DIM_1_G12","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",31251,135,231,0.0328030188891528,0.0608396107743141,0.0321227403082345,1,16.7516519541225,"3","HSPC","#009E73",1.4309094683784,0.232541726050743,0.910538191118735,0.206357493295966,FALSE,FALSE,TRUE,FALSE,FALSE,1007225.99914464
"DIM_1_H1","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",25850,55,207,0.17325294713228,0.0414637684740594,-0.103646996279714,1,18.0348177256401,"3","HSPC","#009E73",2.70764600411137,0.346457956935673,2.40570730803715,0.343028303815953,FALSE,FALSE,TRUE,FALSE,FALSE,993767.121662458
"DIM_1_H2","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",27609,98,63,0.245063185028439,-0.0357125862954168,-0.156478256010935,1,20.8628046209439,"5","Thrombocytes","#CC79A7",5.19998666452589,-0.783686362606566,4.44675271830269,-0.382361434659404,FALSE,FALSE,FALSE,FALSE,TRUE,738042.714671574
"DIM_1_H3","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",14265,60,218,0.241677608244482,-0.0468222048145866,-0.146691681489969,1,21.1623433149003,"5","Thrombocytes","#CC79A7",5.46523706536258,-0.92176690622469,4.41507532756384,-0.362715627489474,FALSE,FALSE,FALSE,FALSE,TRUE,731869.272529146
"DIM_1_H4","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",30160,50,117,0.231836189382441,-0.0323635425297246,-0.144287418862622,1,20.1741863463266,"5","Thrombocytes","#CC79A7",4.60732659318828,-0.435237361313285,4.10123361265453,-0.176471885701613,FALSE,FALSE,FALSE,FALSE,TRUE,854557.560397216
"DIM_1_H5","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",25944,76,89,0.273823824876611,-0.0313494567293853,-0.201223041326864,1,21.117893391995,"5","Thrombocytes","#CC79A7",5.41414887320724,-0.924743817913167,5.37324909081734,-0.895523666296152,FALSE,FALSE,FALSE,FALSE,TRUE,668040.041111811
"DIM_1_H6","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",36334,87,197,0.23256118855032,-0.0153721181093957,-0.154305951732836,1,19.4268493365862,"5","Thrombocytes","#CC79A7",3.94788312578067,-0.0837346537436781,3.55708491444567,0.150534956014737,FALSE,FALSE,FALSE,FALSE,TRUE,845918.363580537
"DIM_1_H7","DIM_CD41_1","Tg(cd41:eGFP)","Tg(cd41:eGFP)",22817,97,144,0.221522781113806,-0.0129311654706638,-0.159673932659091,1,19.2109560369866,"5","Thrombocytes","#CC79A7",3.73285593649262,-0.0223444199352854,3.72212739286507,0.0448016825370308,FALSE,FALSE,FALSE,FALSE,TRUE,675717.471093382
